NORDEN,IDHOGAR,TMUNI,NHOGAR,EHOGAR,SEXO,EDAD,NACIONALIDAD,ESTUDIANTE,REGLADO,NOREGLADO,Nivel_estudios,Nivel_estudios_especifico,Tipo_educacion,Localización_Centro,importe_matricula_clases,servicio_comedor,importe_comedor,servicio_transporte,importe_transporte,servicio_alojamiento,importe_alojamiento,servicio_ampliacion_horario,importe_ampliacion_horario,servicio_clases_apoyo,importe_clases_apoyo,servicio_actividades_extraescolares,importe_actividades_extraescolares,servicio_actividades_complementarias,importe_actividades_complementarias,servicio_cuota_ampa,importe_cuota_ampa,servicio_otros,importe_otros_servicios,servicio_clases_particulares,importe_clases_particulares,importe_escuela_idiomas,importe_estudios_idiomas_no_reglados,importe_ensenanzas_artisticas,importe_oposiciones_pruebas_acceso,importe_otros_estudios,gasto_libros,importe_libros,gasto_fotocopias,importe_fotocopias,gasto_uniformes,importe_uniformes,gasto_papeleria,importe_papeleria,gasto_muebles_accesorios,importe_muebles_accesorios,gasto_productos_informaticos,importe_productos_informaticos,gasto_otros_bienes,importe_otros_bienes,gasto_total_educacion,gasto_total_servicios,gasto_total_servicios_reglados,gasto_total_servicios_no_reglados,gasto_total_bienes,FACTOR
58514,1714,<10.000 habitantes,3,1,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,720,2,0,2,0,2,0,2,0,2,0,1,25,1,12,2,0,2,0,0,0,0,0,0,2,0,2,0,1,160,2,0,2,0,2,0,1,90,1007,757,757,0,250,1045.664823
93581,1716,100.000-499.999 habitantes,4,2,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,660,2,0,2,0,2,0,2,0,1,138,1,20,1,20,2,0,2,0,0,0,0,0,0,1,75,2,0,2,0,1,30,2,0,2,0,2,0,943,838,838,0,105,808.892591
93594,1716,100.000-499.999 habitantes,4,2,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,660,2,0,2,0,1,150,2,0,1,180,1,20,1,20,2,0,2,0,0,0,0,0,0,1,75,2,0,2,0,1,30,2,0,2,0,2,0,1135,1030,1030,0,105,808.892591
93620,1717,10.000-49.999 habitantes,4,2,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,1,720,2,0,2,0,2,0,1,0,2,0,1,25,1,15,2,0,2,0,0,0,0,0,0,1,220,2,0,1,250,1,40,2,0,2,0,2,0,1270,760,760,0,510,744.880486
93636,1717,10.000-49.999 habitantes,4,2,Hombre,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,0,1,720,2,0,2,0,2,0,2,0,2,0,1,20,1,30,2,0,2,0,0,0,0,0,0,1,75,2,0,1,70,1,20,2,0,2,0,2,0,935,770,770,0,165,744.880486
93689,1718,10.000-49.999 habitantes,5,3,Hombre,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,52,2,0,2,0,2,0,2,0,2,0,1,120,1,425,1,10,2,0,1,246,0,540,1050,0,0,1,110,2,0,1,250,1,35,2,0,2,0,2,0,2838,2443,853,1590,395,1650.528018
93692,1718,10.000-49.999 habitantes,5,3,Mujer,12,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,99,1,432,1,198,2,0,2,0,2,0,1,450,1,280,1,10,2,0,2,0,0,0,0,0,0,1,130,2,0,1,125,1,15,2,0,2,0,2,0,1739,1469,1469,0,270,1650.528018
93706,1718,10.000-49.999 habitantes,5,3,Hombre,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,80,1,432,1,198,2,0,2,0,2,0,2,0,1,35,1,10,2,0,2,0,0,0,0,0,0,2,0,2,0,1,125,2,0,2,0,2,0,2,0,880,755,755,0,125,1650.528018
79013,1719,100.000-499.999 habitantes,4,3,Mujer,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,396,2,0,2,0,2,0,2,0,2,0,2,0,1,60,1,15,1,270,2,0,0,1080,222,0,0,1,150,1,80,1,70,1,40,2,0,2,0,2,0,2383,2043,741,1302,340,1271.750511
79028,1719,100.000-499.999 habitantes,4,3,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,342,2,0,2,0,2,0,2,0,2,0,1,390,1,30,1,15,1,290,2,0,0,0,0,0,0,1,395,2,0,1,90,1,40,2,0,2,0,2,0,1592,1067,1067,0,525,1271.750511
79052,1720,100.000-499.999 habitantes,3,1,Hombre,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,76,2,0,2,0,2,0,2,0,2,0,1,450,1,25,1,18,1,225,2,0,0,2700,0,0,0,2,0,2,0,1,100,1,50,1,70,1,350,2,0,4064,3494,794,2700,570,1248.020285
14947,1721,<10.000 habitantes,4,2,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,1,570,2,0,2,0,1,10,2,0,1,360,0,360,0,0,0,1,650,1,80,2,0,1,180,1,120,2,0,1,45,2375,1300,940,360,1075,1225.540476
14950,1721,<10.000 habitantes,4,2,Mujer,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,0,1,540,2,0,2,0,1,240,2,0,2,0,1,40,1,20,2,0,2,0,0,0,300,0,0,1,320,2,0,1,50,1,120,1,110,2,0,2,0,1740,1140,840,300,600,1225.540476
14963,1722,<10.000 habitantes,4,3,Hombre,43,Española,Sí,Sí,Sí,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Misma Provincia,190,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,190,0,0,0,165,1,45,2,0,2,0,1,20,2,0,2,0,2,0,420,355,190,165,65,2017.522609
14985,1722,<10.000 habitantes,4,3,Hombre,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,190,1,708,2,0,2,0,1,90,2,0,1,282,1,351,1,20,1,148,2,0,0,0,120,0,0,1,292,2,0,1,70,2,0,2,0,2,0,2,0,2271,1909,1789,120,362,2017.522609
14998,1722,<10.000 habitantes,4,3,Hombre,3,Española,Sí,Sí,Sí,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,0,1,708,2,0,2,0,1,90,2,0,2,0,1,351,1,20,1,148,2,0,0,0,60,0,0,1,189,2,0,1,50,2,0,2,0,2,0,2,0,1616,1377,1317,60,239,2017.522609
15045,1723,<10.000 habitantes,1,1,Hombre,39,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Municipio Residencia,900,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,200,2,0,2,0,1,30,2,0,2,0,2,0,1130,900,900,0,230,4720.318805
15077,1724,<10.000 habitantes,3,1,Hombre,27,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,810,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,60,2,0,1,25,2,0,2,0,2,0,895,810,810,0,85,1584.670688
58566,1725,100.000-499.999 habitantes,3,1,Hombre,5,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,480,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,0,540,240,0,0,1,335,2,0,1,200,1,50,2,0,2,0,2,0,1865,1280,500,780,585,1368.022235
15096,1726,100.000-499.999 habitantes,3,1,Hombre,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,486,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,1,480,0,480,0,0,0,1,30,1,10,1,100,1,30,2,0,1,200,2,0,1836,1466,986,480,370,1892.820456
15143,1727,100.000-499.999 habitantes,4,1,Mujer,22,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,965,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,0,0,0,0,0,1,150,1,50,2,0,1,200,2,0,1,100,1,500,2065,1065,1065,0,1000,2573.442199
105638,1728,<10.000 habitantes,2,2,Hombre,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,1,0,2,0,2,0,1,0,1,90,1,10,1,10,1,100,2,0,0,0,90,0,0,1,240,2,0,1,30,1,60,2,0,2,0,1,40,670,300,210,90,370,3030.927494
116227,1729,10.000-49.999 habitantes,3,1,Mujer,22,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma CA,732,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,160,1,50,2,0,2,0,2,0,2,0,2,0,942,732,732,0,210,2922.085869
79090,1730,<10.000 habitantes,5,2,Mujer,12,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,78,2,0,2,0,2,0,2,0,0,0,0,0,0,1,20,1,10,2,0,1,100,2,0,1,250,2,0,458,78,78,0,380,1001.855258
79104,1730,<10.000 habitantes,5,2,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,270,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,65,2,0,1,250,2,0,585,270,270,0,315,1001.855258
79202,1732,10.000-49.999 habitantes,4,3,Hombre,19,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,155,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,200,1,100,2,0,1,100,1,60,1,600,2,0,1215,155,155,0,1060,1054.421496
79219,1732,10.000-49.999 habitantes,4,3,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,360,0,0,300,0,0,1,440,1,40,1,100,1,100,1,500,2,0,2,0,1840,660,360,300,1180,1054.421496
79230,1733,10.000-49.999 habitantes,3,2,Hombre,41,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,1290,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,60,2,0,1,25,2,0,2,0,1,20,1395,1290,1290,0,105,1128.120457
79245,1733,10.000-49.999 habitantes,3,2,Mujer,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,8,1,10,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,2,0,2,0,2,0,2,0,48,18,18,0,30,1128.120457
15194,1734,100.000-499.999 habitantes,3,1,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,15,1,50,2,0,2,0,2,0,0,0,0,0,0,1,154,1,20,1,150,1,60,1,40,2,0,1,30,519,65,65,0,454,727.841592
15220,1735,100.000-499.999 habitantes,4,2,Hombre,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,300,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,2,0,2,0,0,360,0,0,0,1,500,2,0,1,230,1,100,2,0,2,0,2,0,1590,760,400,360,830,744.833503
15236,1735,100.000-499.999 habitantes,4,2,Hombre,12,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza privada,Municipio Residencia,2800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,360,0,0,900,1,500,2,0,1,70,1,100,2,0,2,0,2,0,4730,4060,2800,1260,670,744.833503
15267,1736,100.000-499.999 habitantes,3,1,Mujer,18,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,738,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,45,2,0,1,20,2,0,1,649,2,0,1452,738,738,0,714,1201.148167
15292,1737,100.000-499.999 habitantes,4,2,Mujer,16,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,360,2,0,2,0,2,0,2,0,1,360,1,270,1,50,2,0,2,0,1,360,0,180,0,0,0,1,440,1,40,1,200,1,30,1,15,1,1000,2,0,3305,1580,1400,180,1725,1012.051607
15306,1737,100.000-499.999 habitantes,4,2,Mujer,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,540,1,180,1,534,2,0,2,0,2,0,2,0,1,30,2,0,2,0,1,360,0,180,0,0,0,1,380,1,15,1,300,1,30,2,0,2,0,1,30,2579,1824,1644,180,755,1012.051607
15328,1738,100.000-499.999 habitantes,2,1,Hombre,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,129,2,0,2,0,1,180,0,0,0,0,0,1,30,1,10,2,0,1,5,2,0,2,0,1,12,366,309,309,0,57,719.75427
15334,1739,100.000-499.999 habitantes,1,1,Hombre,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,100,1,60,2,0,2,0,2,0,2,0,2,0,160,0,0,0,160,745.154968
79296,1740,100.000-499.999 habitantes,3,1,Mujer,1,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,1620,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,1,50,2,0,2,0,2,0,2,0,1670,1620,1620,0,50,1045.899639
79338,1741,100.000-499.999 habitantes,3,1,Mujer,20,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,780,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,160,1,40,2,0,1,60,2,0,1,20,2,0,1060,780,780,0,280,1278.994799
79375,1742,100.000-499.999 habitantes,4,2,Hombre,12,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,1008,1,50,2,0,2,0,2,0,1,0,1,780,1,350,1,8,2,0,1,360,0,300,0,0,220,1,310,1,60,1,400,1,150,2,0,1,700,1,150,4846,3076,2556,520,1770,731.813804
79381,1742,100.000-499.999 habitantes,4,2,Mujer,8,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,540,1,300,2,0,2,0,2,0,2,0,1,840,1,20,1,8,2,0,1,360,0,360,0,0,0,1,620,1,60,1,400,1,150,2,0,1,600,1,50,4308,2428,2068,360,1880,731.813804
79454,1744,100.000-499.999 habitantes,3,2,Mujer,52,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,800,1,780,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,180,1,50,2,0,1,20,2,0,2,0,2,0,1830,1580,1580,0,250,634.4876
79467,1744,100.000-499.999 habitantes,3,2,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza concertada,Municipio Residencia,495,1,600,1,420,2,0,2,0,2,0,1,450,1,400,2,0,1,284,2,0,65,0,0,0,0,1,500,1,20,1,150,1,20,1,100,1,300,1,250,3989,2649,2649,0,1340,634.4876
79527,1746,10.000-49.999 habitantes,3,1,Mujer,21,Doble nacionalidad,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,717,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,90,0,0,0,0,2,0,1,50,2,0,1,30,2,0,1,570,2,0,1367,717,717,0,650,1138.139065
79564,1747,10.000-49.999 habitantes,3,1,Hombre,24,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,2,0,2,0,1,550,2,0,580,0,0,0,580,788.939
79570,1748,100.000-499.999 habitantes,4,3,Mujer,50,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,90,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,160,2,0,2,0,2,0,2,0,2,0,2,0,250,90,90,0,160,622.952637
79599,1748,100.000-499.999 habitantes,4,3,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,0,720,0,0,0,1,15,2,0,2,0,1,30,2,0,1,10,2,0,795,740,20,720,55,622.952637
79603,1748,100.000-499.999 habitantes,4,3,Mujer,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,2,0,2,0,2,0,2,0,1,270,2,0,1,15,2,0,2,0,0,0,0,0,0,1,15,2,0,2,0,1,20,2,0,1,10,2,0,330,285,285,0,45,622.952637
15365,1749,100.000-499.999 habitantes,4,2,Hombre,22,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,1017,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,50,2,0,1,25,2,0,2,0,2,0,1092,1017,1017,0,75,648.591236
15371,1749,100.000-499.999 habitantes,4,2,Hombre,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,861,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,20,1,10,2,0,1,25,2,0,2,0,2,0,916,861,861,0,55,648.591236
15404,1750,100.000-499.999 habitantes,4,1,Mujer,5,Extrangera,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,0,1,480,2,0,2,0,1,0,1,300,1,5,2,0,2,0,2,0,0,0,0,0,0,1,10,2,0,2,0,1,10,2,0,2,0,2,0,805,785,785,0,20,1307.762641
15447,1751,100.000-499.999 habitantes,3,1,Hombre,16,Extrangera,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,360,0,0,0,0,0,2,0,2,0,2,0,1,40,2,0,2,0,2,0,400,360,360,0,40,998.689943
79662,1752,100.000-499.999 habitantes,3,1,Mujer,18,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,1,450,1,240,1,160,1,20,2,0,1,450,0,432,360,0,0,1,386,1,9,1,15,1,25,1,20,2,0,2,0,2567,2112,1320,792,455,598.79571
79718,1754,100.000-499.999 habitantes,3,1,Hombre,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,500,1,720,2,0,2,0,2,0,2,0,2,0,1,30,2,0,2,0,2,0,0,420,0,0,0,1,180,2,0,1,40,2,0,2,0,2,0,2,0,1890,1670,1250,420,220,979.983654
79744,1755,100.000-499.999 habitantes,4,4,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,25,1,30,1,10,2,0,2,0,0,336,726,0,0,1,121,1,5,1,50,1,50,2,0,2,0,2,0,1353,1127,65,1062,226,690.647014
79757,1755,100.000-499.999 habitantes,4,4,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,1,180,2,0,1,200,1,10,2,0,2,0,2,0,0,192,738,0,0,1,102,2,0,2,0,1,30,2,0,2,0,2,0,1452,1320,390,930,132,690.647014
79809,1756,100.000-499.999 habitantes,4,2,Hombre,17,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,588,0,0,300,0,0,1,490,1,30,2,0,1,120,2,0,1,745,2,0,2273,888,588,300,1385,648.591236
79816,1756,100.000-499.999 habitantes,4,2,Hombre,24,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,2500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,1,80,2,0,1,985,2,0,3595,2500,2500,0,1095,648.591236
15479,1757,10.000-49.999 habitantes,3,1,Mujer,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,150,1,20,1,15,2,0,2,0,0,0,0,0,0,1,25,1,50,1,15,2,0,2,0,2,0,2,0,275,185,185,0,90,1191.857235
15501,1758,10.000-49.999 habitantes,3,1,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,1,138,2,0,2,0,2,0,2,0,2,0,1,50,2,0,1,450,1,390,0,0,0,0,0,1,400,1,100,1,70,1,50,2,0,1,110,2,0,1758,1028,1028,0,730,978.329694
79855,1759,<10.000 habitantes,3,1,Hombre,22,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,300,1,15,2,0,1,200,2,0,2,0,2,0,2015,1500,1500,0,515,676.569877
58591,1760,10.000-49.999 habitantes,3,1,Hombre,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,2,0,2,0,2,0,0,348,0,0,0,1,0,1,50,2,0,1,30,2,0,2,0,2,0,443,363,15,348,80,658.814141
58633,1761,10.000-49.999 habitantes,4,1,Hombre,16,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,1,180,2,0,2,0,2,0,2,0,1,20,2,0,2,0,1,936,0,348,0,0,0,1,92,1,10,2,0,1,50,2,0,1,599,2,0,2235,1484,1136,348,751,638.6956
58703,1763,10.000-49.999 habitantes,3,1,Mujer,22,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,534,300,0,150,1,80,1,70,2,0,1,30,2,0,1,250,2,0,1414,984,0,984,430,1015.115243
37930,1764,50.000-99.999 habitantes,2,1,Mujer,15,Doble nacionalidad,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,330,0,0,0,0,0,1,12,1,10,2,0,1,75,2,0,1,400,2,0,827,330,330,0,497,751.868205
58710,1765,50.000-99.999 habitantes,4,3,Hombre,37,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Otra CA,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,45,2,0,2,0,2,0,45,0,0,0,45,1030.247586
58731,1765,50.000-99.999 habitantes,4,3,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,0,0,0,0,0,1,280,1,15,1,90,1,35,2,0,2,0,2,0,1420,1000,1000,0,420,1030.247586
58746,1765,50.000-99.999 habitantes,4,3,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,0,0,0,0,0,1,205,2,0,1,105,1,25,2,0,2,0,2,0,1335,1000,1000,0,335,1030.247586
38000,1767,50.000-99.999 habitantes,2,1,Hombre,28,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,85,2,0,2,0,2,0,1,500,2,0,2585,2000,2000,0,585,1341.452929
38120,1768,<10.000 habitantes,4,1,Mujer,25,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Otra CA,4000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,80,2,0,2,0,4080,4000,4000,0,80,778.929899
38173,1769,<10.000 habitantes,4,1,Mujer,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,1,0,2,0,1,120,1,10,2,0,1,360,0,0,180,0,0,1,108,1,20,2,0,1,130,2,0,2,0,1,50,978,670,490,180,308,781.212851
38206,1770,<10.000 habitantes,4,3,Hombre,5,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,30,1,360,1,432,2,0,2,0,2,0,2,0,1,20,1,5,2,0,1,900,0,210,0,0,0,2,0,1,20,1,60,1,40,1,100,2,0,2,0,2177,1957,1747,210,220,1083.291248
38213,1770,<10.000 habitantes,4,3,Hombre,0,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,1440,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1440,1440,1440,0,0,1083.291248
15539,1771,<10.000 habitantes,3,1,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,720,0,0,0,0,0,1,40,2,0,2,0,1,130,2,0,1,15,2,0,905,720,720,0,185,658.814141
